"ID";"TIPO_DOCUMENTO";"ANO";"MÊS";"NOME_SENADOR";"TIPO_DESPESA";"CPF_CNPJ_FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO"
"273772";"3";"2010";"5";"LEOMAR QUINTANILHA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"00091215000165";"PEDRO IMÓVEIS";;"2010-05-04";;"1500"
"273780";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"38147245000119";"AEROPALMAS";"001708";"2010-05-13";;"6900"
"273766";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02738276000105";"AUTO POSTO BOA VIAGEM";"11844";"2010-05-01";;"63"
"273768";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02738276000105";"AUTO POSTO BOA VIAGEM";"11845";"2010-05-01";;"170"
"273782";"2";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00914293000112";"AUTO POSTO BOLA BRANCA";"045273";"2010-05-14";;"202.04"
"316919";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03438594000296";"AUTO POSTO PALACINHO";"011797";"2010-05-21";;"87.5"
"273769";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37583432000182";"AUTO POSTO POTIGUA";"55214";"2010-05-01";;"65"
"273778";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37583432000182";"AUTO POSTO POTIGUA";"56541";"2010-05-11";;"60"
"273775";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08018259000171";"AUTO POSTO SAMARITANO";"00003698";"2010-05-08";;"130"
"316924";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08018259000171";"AUTO POSTO SAMARITANO";"0003754";"2010-05-31";;"30.3"
"273781";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04323802000193";"AUTO POSTO TRACG ANNE";"21770";"2010-05-13";;"76"
"316923";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05641449000152";"DAMASCENO PALACE HOTEL";"002693";"2010-05-28";;"60"
"273793";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01073568000286";"DIANOPOLIS PARK HOTEL";"7439";"2010-05-23";;"167"
"273783";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00132491000124";"FERNANDOS HOTEL";"021253";"2010-05-15";;"100"
"273788";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01114253000159";"FOGÃO DE PEDRA";"10498";"2010-05-18";;"217.75"
"273791";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08357042000196";"HOTEL MINEIRO";"0387";"2010-05-22";;"105"
"281554";"2";"2010";"6";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03885825000129";"Posto Passalini";"026372";"2010-06-05";;"87"
"285239";"2";"2010";"6";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"39277660000150";"Posto Santo Antonio";"012669";"2010-06-21";;"20"
"281553";"2";"2010";"6";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"39344353000144";"Siro Restaurante Eventos";"049603";"2010-06-09";;"144.65"
"321050";"3";"2010";"7";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"12164146000151";"A.P. Imóveis";;"2010-08-03";;"2332.2"
"299272";"4";"2010";"7";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33530486000129";"Embratel";;"2010-07-24";;"10.56"
"299269";"4";"2010";"7";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"28152650000171";"Escelsa";"000120453";"2010-07-19";;"384.89"
"299270";"4";"2010";"7";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"03420926009342";"GVT";;"2010-07-28";;"3109.24"
"285243";"1";"2010";"7";"MAGNO MALTA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"35991793000132";"Papelaria Praia da Costa";"5797";"2010-07-08";;"550.9"
"285241";"1";"2010";"7";"MAGNO MALTA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"35991793000132";"Papelaria Praia da Costa";"5798";"2010-07-08";;"860.6"
"285242";"1";"2010";"7";"MAGNO MALTA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"35991793000132";"Papelaria Praia da Costa";"5796";"2010-07-08";;"1104"
"292330";"2";"2010";"7";"MAGNO MALTA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"11550254000108";"Supermercado do Povo JK";"017206";"2010-07-10";;"21.98"
"292335";"1";"2010";"7";"MAGNO MALTA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04558476000101";"Comunique-se Comunicação";"45139";"2010-07-26";;"150"
"292319";"2";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"27444595000120";"Auto Posto Esmig";"390984";"2010-07-10";;"50"
"292332";"2";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"30544795000160";"Auto Serviço Lorenção";"004694";"2010-07-03";;"130"
"292324";"1";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10571725000193";"Bar Abertura";"2010";"2010-07-12";;"78"
"292323";"1";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10483910000126";"Hotel Pousada Vovôzinho";"000207";"2010-07-10";;"693.7"
"285245";"1";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03559097000165";"Itaparica Praia Hotel";"10182";"2010-07-02";;"234.44"
"285244";"1";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03559097000165";"Itaparica Praia Hotel";"10214";"2010-07-09";;"478.54"
"292326";"1";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"06151497000125";"Leitão e Cia";"4429";"2010-07-12";;"21"
"273796";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"11274862000129";"HOTEL MONTE CARLOS";"000195";"2010-05-30";;"200"
"273777";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01019348000193";"MINUTA BUFFET";"33026";"2010-05-11";;"213"
"273787";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07094633000155";"MOISES BAR E RESTAURANTE LTDA";"11144";"2010-05-18";;"482.46"
"273773";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02325556000183";"MUNART HOTEL";"008081";"2010-05-07";;"122.58"
"273786";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00984060000277";"NATURETTO";"19224";"2010-05-18";;"201.85"
"273785";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04572716000114";"PALAZZO RESTAURANTE LTDA";"021351";"2010-05-17";;"213.5"
"273790";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09054158000119";"PBJM COM. GEN. ALIMENTICIOS";"13289";"2010-05-19";;"1130.26"
"273784";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33404914000177";"PETRO POSTOS";"067065";"2010-05-15";;"177.71"
"273774";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08036185000104";"PETROLIDER";"048622";"2010-05-07";;"96.05"
"273779";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02862352000181";"PETROLIDER";"126866";"2010-05-12";;"50"
"316921";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02862352000181";"PETROLIDER";"127087";"2010-05-23";;"103.06"
"273771";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01792981000110";"POSTO GOIANO";"037871";"2010-05-02";;"274"
"316920";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02772168000140";"POSTO INTERLAGOS";"71548";"2010-05-22";;"70"
"273795";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08318079000105";"POSTO INTERLAGOS";"0084471";"2010-05-30";;"110"
"316918";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09235446000170";"POSTO JAVAE";"004985";"2010-05-20";;"40"
"316922";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09235446000170";"POSTO JAVAE";"005056";"2010-05-26";;"30"
"273794";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09235446000170";"POSTO JAVAE";"0005080";"2010-05-28";;"82.07"
"273776";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05749128000176";"POSTO TREVO";"019761";"2010-05-10";;"65"
"273792";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33210337000182";"POSTO TREVO";"132821";"2010-05-23";;"95"
"273797";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33210337000182";"POSTO TREVO";"133045";"2010-05-31";;"127.02"
"273770";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"88633482000168";"RESTAURANTE BOM SABOR";"8511";"2010-05-02";;"168"
"273767";"1";"2010";"5";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10439723000145";"VEREDAS HOTEL";"0354";"2010-05-01";;"186.5"
"316938";"3";"2010";"6";"LEOMAR QUINTANILHA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"70218625634";"ANDRE CAIDE MAGALHAES SOUZA";"06";"2010-06-09";;"1500"
"292328";"2";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00260868000120";"Márcio Roberto Sperandio Tonini";"036779";"2010-07-13";;"20.13"
"292327";"2";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09167931000153";"Posto Champagnat";"048341";"2010-07-13";;"30"
"292333";"2";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"31772304000109";"Posto Costa Azul";"161625";"2010-07-10";;"50.01"
"292334";"2";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"31772304000109";"Posto Costa Azul";"161636";"2010-07-10";;"90.81"
"299271";"1";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"31772304000109";"Posto Costa Azul";"960";"2010-07-16";;"1498.87"
"292317";"2";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04129569000102";"Posto Lipcar";"183697";"2010-07-11";;"127.06"
"292322";"2";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01066061000114";"Posto Morgado";"025914";"2010-07-10";;"123"
"292318";"2";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"27684133000261";"Posto Petrobras";"208031";"2010-07-10";;"50"
"292320";"2";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"27323849000152";"Posto Resende";"043286";"2010-07-10";;"80"
"292329";"1";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03552814000127";"Restaurante Chuletão e Hotel Catuai";"9336";"2010-07-10";;"64"
"292325";"1";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10353402000123";"Restaurante Fogão a Lenha";"1022";"2010-07-12";;"10"
"292331";"2";"2010";"7";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09122145000130";"Ristorante e Parada Di Luca";"028129";"2010-07-10";;"31.68"
"302685";"3";"2010";"8";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"12164146000151";"A.P. Imóveis";;"2010-08-30";;"2313.72"
"299297";"4";"2010";"8";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"28152650000171";"Escelsa";"000123379";"2010-08-17";;"474.4"
"299298";"4";"2010";"8";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"03420926009342";"GVT";;"2010-08-28";;"3500.47"
"299296";"1";"2010";"8";"MAGNO MALTA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04558476000101";"Comunique-se Comunicação";"00000480";"2010-08-12";;"150"
"299295";"1";"2010";"8";"MAGNO MALTA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"00412130000727";"RNA STUTAPE";"8329";"2010-08-04";;"60"
"299294";"1";"2010";"8";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05197648000113";"Lanchonete e Restaurante Casa da Bica";"14841";"2010-08-07";;"100.6"
"299292";"1";"2010";"8";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"11210878000178";"Lanchonete e Restaurante Luanda";"1053";"2010-08-12";;"39"
"299293";"2";"2010";"8";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"27140938000163";"Posto Luanda";"040628";"2010-08-18";;"49.99"
"302686";"3";"2010";"9";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"12164146000151";"A.P. Imóveis";;"2010-09-30";;"3850"
"302687";"4";"2010";"9";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"28152650000171";"Escelsa";"000128213";"2010-09-21";;"513.61"
"316950";"4";"2010";"6";"LEOMAR QUINTANILHA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"25086034000171";"CELTINS";;"2010-06-23";;"4.24"
"316937";"4";"2010";"6";"LEOMAR QUINTANILHA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"25089509000183";"SANEATINS";;"2010-06-08";;"47.12"
"316959";"2";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08036185000104";"ALCANTARA E FARIA ";"050580";"2010-06-29";;"165.03"
"316953";"2";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00914293000112";"AUTO POSTO COM. BOLA BRANCA";"056205";"2010-06-26";;"176"
"316940";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"26638338000167";"AUTO POSTO MARAJO";"61459";"2010-06-15";;"87"
"316931";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37583432000182";"AUTO POSTO POTIGUA";"56964";"2010-06-04";;"85"
"316928";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03497014000150";"AUTO POSTO TOCANTINS";"007234";"2010-06-03";;"120"
"316930";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"06698533000175";"DECIO AUTO POSTO GURUPI ";"019212";"2010-06-04";;"103"
"316949";"2";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"06698533000175";"DECIO AUTO POSTO GURUPI ";"021022";"2010-06-22";;"146"
"316939";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00966383000157";"HOTEL ARAGUATINS";"031774";"2010-06-14";;"150"
"316941";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00966383000157";"HOTEL ARAGUATINS";"031776";"2010-06-15";;"216"
"316956";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09500501000101";"HOTEL CRISTO REDENTOR";"000445";"2010-06-27";;"130"
"316957";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09500501000101";"HOTEL CRISTO REDENTOR";"000446";"2010-06-28";;"130"
"316954";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08319874000118";"HOTEL EXECUTIVO";"000718";"2010-06-26";;"160"
"316944";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"06118742000100";"HOTEL IDEAL - MOREIRA E PORTE  - LTDA";"009564";"2010-06-18";;"158"
"316952";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04064640000116";"HOTEL SAO VICENTE";"019456";"2010-06-25";;"80"
"316927";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02862352000181";"PETROLIDER";"127321";"2010-06-03";;"99"
"316936";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02862352000505";"PETROLIDER";"034195";"2010-06-08";;"100"
"316960";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02862352000181";"PETROLIDER";"127930";"2010-06-30";;"114.56"
"316951";"2";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02862352000505";"PETROLIDER ";"512586";"2010-06-25";;"178"
"316945";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00585239000170";"POSTO DA PRAÇA";"023913";"2010-06-19";;"92.5"
"316933";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02772168000140";"POSTO INTERLAGOS";"71788";"2010-06-06";;"92"
"302688";"4";"2010";"9";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"03420926009342";"GVT";;"2010-09-28";;"3283.67"
"302689";"1";"2010";"9";"MAGNO MALTA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04558476000101";"Comunique-se Comunicação Corporativa";"00002415";"2010-09-25";;"150"
"321051";"3";"2010";"10";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"12164146000151";"A.P. Imóveis";;"2010-11-04";;"3850"
"316184";"4";"2010";"10";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"28152650000171";"Escelsa";"000129287";"2010-10-19";;"628.73"
"316185";"4";"2010";"10";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"03420926009342";"GVT";;"2010-10-28";;"3089.42"
"321057";"3";"2010";"11";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"12164146000151";"A.P. Imóveis";;"2010-12-03";;"3850"
"321056";"4";"2010";"11";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"28152650000171";"Escelsa";"000132489";"2010-11-19";;"395.64"
"321055";"4";"2010";"11";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"03420926009342";"GVT";;"2010-11-28";;"3093.65"
"321052";"1";"2010";"11";"MAGNO MALTA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"04558476000101";"Comunique-se";"00003296";"2010-11-09";;"150"
"321053";"2";"2010";"11";"MAGNO MALTA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"07631091000102";"Copy Print Cópias e Suprimentos";"022153";"2010-11-17";;"170"
"321054";"1";"2010";"11";"MAGNO MALTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"28407567000104";"Restaurante Altântica";"36853";"2010-11-03";;"105"
"334503";"3";"2010";"12";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"12164146000151";"André Pimenta Imóveis";;"2010-12-23";;"4250"
"334502";"4";"2010";"12";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"28152650000171";"ESCELSA";"000137862";"2010-12-23";;"373.29"
"334504";"4";"2010";"12";"MAGNO MALTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"03420926009342";"GVT";;"2010-12-28";;"3030.04"
"240837";"1";"2010";"1";"MÃO SANTA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"07932269000155";"ATIVA ASCOM LTDA";"00000050";"2010-01-14";;"1800"
"254245";"1";"2010";"1";"MÃO SANTA";"Divulgação da atividade parlamentar";"07822278000193";"multicolor ind. & com.";"494";"2010-04-01";;"7341.75"
"245661";"1";"2010";"1";"MÃO SANTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"41517954000153";"MASUAD VEICULOS";"3621";"2010-03-08";;"5000"
"240834";"4";"2010";"1";"MÃO SANTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04177514000410";"POSTO UNIÃO";"S/N";"2010-01-29";;"68.03"
"240833";"4";"2010";"1";"MÃO SANTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"06656656000909";"POSTO VIA LESTE";"S/N";"2010-01-12";;"123.02"
"240835";"4";"2010";"1";"MÃO SANTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"06656656001620";"POSTO VIA LESTE";"S/N";"2010-01-31";;"30"
"316958";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02772168000140";"POSTO INTERLAGOS";"71957";"2010-06-28";;"125"
"316955";"2";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08579372000126";"POSTO JK ";"172383";"2010-06-27";;"160.02"
"316946";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10687114000105";"POSTO OLIMPICO";"003039";"2010-06-19";;"108"
"316947";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37422391000304";"POSTO REAL ";"04927";"2010-06-19";;"109"
"316934";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00800292000147";"POSTO TOBOCAO";"039736";"2010-06-07";;"80"
"316948";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05749128000176";"POSTO TREVO";"020649";"2010-06-19";;"120"
"316926";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97486534000101";"POSTO VERAO";"074187";"2010-06-01";;"50"
"316932";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97486534000101";"POSTO VERAO";"074212";"2010-06-05";;"163.96"
"316942";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97486534000101";"POSTO VERAO";"0746386";"2010-06-15";;"152"
"316943";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97486534000101";"POSTO VERAO";"074421";"2010-06-17";;"122"
"316935";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04263202000187";"RESTAURANTE FOGAO A LENHA";"018258";"2010-06-08";;"75"
"316929";"1";"2010";"6";"LEOMAR QUINTANILHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10439723000145";"VEREDAS HOTEL LTDA";"0467";"2010-06-04";;"100"
"316972";"3";"2010";"7";"LEOMAR QUINTANILHA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"70218625634";"ANDRE CAIDE MAGALHAES SOUZA";"07";"2010-07-08";;"1500"
"316973";"4";"2010";"7";"LEOMAR QUINTANILHA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"76535764032509";"BRASIL TELECOM";;"2010-07-09";;"45.35"
"316974";"4";"2010";"7";"LEOMAR QUINTANILHA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"76535764032509";"BRASIL TELECOM";;"2010-07-09";;"58.76"
"316991";"4";"2010";"7";"LEOMAR QUINTANILHA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"25086034000171";"CELTINS";;"2010-07-23";;"58.68"
"316980";"4";"2010";"7";"LEOMAR QUINTANILHA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"25089509000183";"SANEATINS ";;"2010-07-14";;"133.17"
